x_m,y_m
-730.1293,4154.7895
-731.0981,4157.6295
-732.1173,4160.4494
-733.1918,4163.2459
-734.3303,4166.0136
-735.5390,4168.7489
-736.8243,4171.4499
-738.1927,4174.0941
-739.6903,4176.6838
-741.3270,4179.2102
-743.0992,4181.6565
-745.0049,4184.0004
-747.0411,4186.2221
-749.2051,4188.3004
-751.4941,4190.2140
-753.9051,4191.9442
-756.4389,4193.4731
-759.0834,4194.8308
-761.8074,4196.0351
-764.5996,4197.0914
-767.4492,4198.0132
-770.3450,4198.8083
-773.2748,4199.4855
-776.2288,4200.0548
-779.1941,4200.5262
-782.1601,4200.9076
-785.1276,4201.2101
-788.1078,4201.4447
-791.0916,4201.6204
-794.0796,4201.7472
-797.0690,4201.8372
-800.0606,4201.9017
-803.0536,4201.9518
-806.0473,4201.9973
-809.0396,4202.0496
-812.0319,4202.1208
-815.0221,4202.2208
-818.0101,4202.3621
-820.9925,4202.5400
-823.9784,4202.7524
-826.9657,4203.0059
-829.9488,4203.3083
-832.9255,4203.6653
-835.8922,4204.0856
-838.8455,4204.5748
-841.7817,4205.1408
-844.6973,4205.7891
-847.5888,4206.5285
-850.4527,4207.3647
-853.2923,4208.2921
-856.1093,4209.2873
-858.9050,4210.3470
-861.6780,4211.4667
-864.4311,4212.6420
-867.1629,4213.8685
-869.8756,4215.1417
-872.5677,4216.4582
-875.2420,4217.8115
-877.8971,4219.2003
-880.5339,4220.6169
-883.1535,4222.0602
-885.7618,4223.5258
-888.3588,4225.0136
-890.9437,4226.5225
-893.5180,4228.0503
-896.0809,4229.5981
-898.6317,4231.1660
-901.1712,4232.7516
-903.6993,4234.3573
-906.2160,4235.9796
-908.7207,4237.6198
-911.2148,4239.2766
-913.6975,4240.9512
-916.1681,4242.6413
-918.6281,4244.3470
-921.0767,4246.0672
-923.5161,4247.8030
-925.9463,4249.5521
-928.3665,4251.3145
-930.7768,4253.0914
-933.1772,4254.8828
-935.5662,4256.6875
-937.9453,4258.5077
-940.3130,4260.3413
-942.6701,4262.1883
-945.0151,4264.0508
-947.3487,4265.9278
-949.6703,4267.8181
-951.9798,4269.7240
-954.2772,4271.6432
-956.5662,4273.5691
-958.8601,4275.5005
-961.1490,4277.4476
-963.4216,4279.4168
-965.6651,4281.4172
-967.8689,4283.4576
-970.0209,4285.5437
-972.1103,4287.6864
-974.1246,4289.8903
-976.0523,4292.1664
-977.8813,4294.5215
-979.5868,4296.9534
-981.1312,4299.4942
-982.5145,4302.1495
-983.7317,4304.9027
-984.7786,4307.7359
-985.6481,4310.6315
-986.3358,4313.5726
-986.8362,4316.5404
-987.1435,4319.5182
-987.2528,4322.4882
-987.1726,4325.4526
-986.9597,4328.4371
-986.6147,4331.4260
-986.1335,4334.4060
-985.5104,4337.3605
-984.7403,4340.2771
-983.8197,4343.1404
-982.7424,4345.9370
-981.5031,4348.6512
-980.0985,4351.2687
-978.5179,4353.7740
-976.7414,4356.1458
-974.7861,4358.3852
-972.6732,4360.4968
-970.4254,4362.4872
-968.0620,4364.3586
-965.6062,4366.1177
-963.0781,4367.7701
-960.5003,4369.3190
-957.8941,4370.7712
-955.2517,4372.1645
-952.5937,4373.5400
-949.9258,4374.8966
-947.2500,4376.2365
-944.5665,4377.5630
-941.8773,4378.8773
-939.1838,4380.1817
-936.4860,4381.4793
-933.7854,4382.7714
-931.0841,4384.0601
-928.3821,4385.3467
-925.6808,4386.6365
-922.9803,4387.9264
-920.2818,4389.2218
-917.5855,4390.5206
-914.8913,4391.8260
-912.2006,4393.1392
-909.5149,4394.4602
-906.8335,4395.7901
-904.1578,4397.1311
-901.4877,4398.4855
-898.8254,4399.8520
-896.1703,4401.2331
-893.5236,4402.6308
-890.8862,4404.0452
-888.2580,4405.4763
-885.6341,4406.9163
-883.0130,4408.3629
-880.3954,4409.8162
-877.7829,4411.2784
-875.1760,4412.7506
-872.5747,4414.2329
-869.9799,4415.7273
-867.3929,4417.2351
-864.8144,4418.7563
-862.2451,4420.2930
-859.6857,4421.8453
-857.1370,4423.4154
-854.6004,4425.0032
-852.0751,4426.6089
-849.5640,4428.2368
-847.0672,4429.8858
-844.5916,4431.5637
-842.1351,4433.2728
-839.6993,4435.0119
-837.2826,4436.7799
-834.8865,4438.5768
-832.5110,4440.4015
-830.1553,4442.2529
-827.8202,4444.1310
-825.5058,4446.0335
-823.2119,4447.9616
-820.9385,4449.9142
-818.6865,4451.8890
-816.4551,4453.8861
-814.2442,4455.9054
-812.0546,4457.9458
-809.8892,4460.0063
-807.7479,4462.0978
-805.6350,4464.2217
-803.5512,4466.3788
-801.5014,4468.5683
-799.4872,4470.7933
-797.5112,4473.0505
-795.5779,4475.3445
-793.6885,4477.6729
-791.8467,4480.0358
-790.0553,4482.4365
-788.3179,4484.8728
-786.6358,4487.3458
-785.0133,4489.8565
-783.4675,4492.4096
-782.0075,4495.0149
-780.6313,4497.6691
-779.3346,4500.3678
-778.1146,4503.1065
-776.9676,4505.8808
-775.8916,4508.6874
-774.8824,4511.5195
-773.9370,4514.3750
-773.0526,4517.2472
-772.2258,4520.1349
-771.4536,4523.0304
-770.7332,4525.9326
-770.0412,4528.8493
-769.3612,4531.7715
-768.6877,4534.6948
-768.0156,4537.6203
-767.3392,4540.5436
-766.6529,4543.4647
-765.9516,4546.3825
-765.2298,4549.2936
-764.4817,4552.1969
-763.7024,4555.0902
-762.8862,4557.9734
-762.0274,4560.8423
-761.1211,4563.6966
-760.1615,4566.5343
-759.1508,4569.3531
-758.0933,4572.1552
-756.9911,4574.9396
-755.8484,4577.7083
-754.6674,4580.4626
-753.4516,4583.2014
-752.2038,4585.9290
-750.9263,4588.6421
-749.6225,4591.3442
-748.2960,4594.0362
-746.9489,4596.7171
-745.5840,4599.3891
-744.2050,4602.0522
-742.8153,4604.7087
-741.4157,4607.3573
-740.0047,4610.0004
-738.5724,4612.6324
-737.1196,4615.2533
-735.6469,4617.8630
-734.1543,4620.4628
-732.6432,4623.0514
-731.1144,4625.6289
-729.5672,4628.1964
-728.0036,4630.7539
-726.4230,4633.3013
-724.8268,4635.8377
-723.2149,4638.3652
-721.5889,4640.8815
-719.9480,4643.3901
-718.2935,4645.8864
-716.6228,4648.3694
-714.9230,4650.8368
-713.1898,4653.2853
-711.4218,4655.7105
-709.6155,4658.1078
-707.7701,4660.4752
-705.8829,4662.8069
-703.9517,4665.0998
-701.9736,4667.3492
-699.9466,4669.5509
-697.8685,4671.7025
-695.7378,4673.7974
-693.5518,4675.8334
-691.3111,4677.8082
-689.0165,4679.7252
-686.6715,4681.5855
-684.2782,4683.3869
-681.8395,4685.1304
-679.3590,4686.8150
-676.8387,4688.4418
-674.2821,4690.0096
-671.6923,4691.5174
-669.0719,4692.9652
-666.4231,4694.3551
-663.7495,4695.6839
-661.0560,4696.9771
-658.3469,4698.2559
-655.6201,4699.5079
-652.8755,4700.7277
-650.1124,4701.9053
-647.3302,4703.0306
-644.5281,4704.0958
-641.7055,4705.0921
-638.8615,4706.0106
-635.9956,4706.8423
-633.1069,4707.5795
-630.1955,4708.2111
-627.2600,4708.7315
-624.3089,4709.1496
-621.3443,4709.4732
-618.3683,4709.7078
-615.3831,4709.8579
-612.3915,4709.9291
-609.3957,4709.9258
-606.3984,4709.8535
-603.4012,4709.7167
-600.4067,4709.5210
-597.4180,4709.2719
-594.4363,4708.9728
-591.4653,4708.6303
-588.5064,4708.2489
-585.5553,4707.8119
-582.6113,4707.3071
-579.6765,4706.7378
-576.7516,4706.1051
-573.8395,4705.4090
-570.9402,4704.6507
-568.0565,4703.8323
-565.1898,4702.9550
-562.3423,4702.0198
-559.5140,4701.0268
-556.7083,4699.9794
-553.9261,4698.8763
-551.1695,4697.7199
-548.4391,4696.5112
-545.7286,4695.2525
-543.0336,4693.9559
-540.3551,4692.6249
-537.6921,4691.2628
-535.0433,4689.8729
-532.4073,4688.4551
-529.7834,4687.0140
-527.1708,4685.5518
-524.5682,4684.0718
-521.9740,4682.5751
-519.3870,4681.0640
-516.8071,4679.5417
-514.2321,4678.0106
-511.6621,4676.4739
-509.0950,4674.9338
-506.5292,4673.3916
-503.9671,4671.8459
-501.4105,4670.2892
-498.8597,4668.7225
-496.3153,4667.1446
-493.7765,4665.5579
-491.2441,4663.9622
-488.7167,4662.3566
-486.1957,4660.7420
-483.6797,4659.1197
-481.1686,4657.4885
-478.6639,4655.8483
-476.1634,4654.2015
-473.6680,4652.5470
-471.1775,4650.8846
-468.6926,4649.2156
-466.2114,4647.5398
-463.7351,4645.8575
-461.2630,4644.1684
-458.7931,4642.4760
-456.3260,4640.7803
-453.8611,4639.0813
-451.3989,4637.3777
-448.9390,4635.6709
-446.4818,4633.9596
-444.0275,4632.2450
-441.5753,4630.5270
-439.1267,4628.8046
-436.6795,4627.0789
-434.2366,4625.3487
-431.7950,4623.6140
-429.3571,4621.8772
-426.9219,4620.1347
-424.4896,4618.3890
-422.0601,4616.6377
-419.6342,4614.8841
-417.2119,4613.1261
-414.7916,4611.3637
-412.3757,4609.5912
-409.9675,4607.8088
-407.5692,4606.0119
-405.1831,4604.1983
-402.8132,4602.3647
-400.4611,4600.5100
-398.1303,4598.6296
-395.8229,4596.7227
-393.5425,4594.7845
-391.2905,4592.8142
-389.0711,4590.8082
-386.8865,4588.7644
-384.7445,4586.6806
-382.6415,4584.5457
-380.5861,4582.3585
-378.5839,4580.1179
-376.6434,4577.8240
-374.7718,4575.4755
-372.9755,4573.0737
-371.2629,4570.6163
-369.6411,4568.1044
-368.1166,4565.5358
-366.6956,4562.9083
-365.3471,4560.2329
-364.0497,4557.5331
-362.7949,4554.8111
-361.5698,4552.0746
-360.3661,4549.3292
-359.1723,4546.5771
-357.9771,4543.8272
-356.7712,4541.0818
-355.5413,4538.3598
-354.2233,4535.6500
-352.7832,4532.9835
-351.1976,4530.4060
-349.4445,4527.9653
-347.5012,4525.7102
-345.3457,4523.6887
-342.9695,4521.9418
-340.4095,4520.4229
-337.6940,4519.1242
-334.8599,4518.0678
-331.9429,4517.2728
-328.9804,4516.7613
-326.0094,4516.5522
-323.0647,4516.6668
-320.1689,4517.1371
-317.3285,4517.9633
-314.5647,4519.1053
-311.9011,4520.5252
-309.3609,4522.1842
-306.9676,4524.0423
-304.7433,4526.0638
-302.7027,4528.2155
-300.7815,4530.5016
-298.9673,4532.8745
-297.2391,4535.3153
-295.5748,4537.8071
-293.9530,4540.3335
-292.3518,4542.8754
-290.7492,4545.4162
-289.1232,4547.9392
-287.4524,4550.4266
-285.7079,4552.8396
-283.8448,4555.1736
-281.8681,4557.4253
-279.7857,4559.5880
-277.6033,4561.6584
-275.3299,4563.6288
-272.9729,4565.4947
-270.5384,4567.2493
-268.0344,4568.8872
-265.4687,4570.4028
-262.8405,4571.7972
-260.1506,4573.0815
-257.4103,4574.2602
-254.6252,4575.3410
-251.8004,4576.3284
-248.9423,4577.2280
-246.0557,4578.0475
-243.1472,4578.7925
-240.2230,4579.4685
-237.2875,4580.0823
-234.3470,4580.6383
-231.4051,4581.1454
-228.4526,4581.6224
-225.4958,4582.0783
-222.5361,4582.5119
-219.5722,4582.9234
-216.6062,4583.3148
-213.6366,4583.6850
-210.6649,4584.0331
-207.6904,4584.3622
-204.7144,4584.6702
-201.7363,4584.9582
-198.7561,4585.2262
-195.7751,4585.4742
-192.7928,4585.7032
-189.8090,4585.9156
-186.8252,4586.1269
-183.8407,4586.3370
-180.8563,4586.5461
-177.8711,4586.7518
-174.8866,4586.9553
-171.9014,4587.1543
-168.9162,4587.3500
-165.9303,4587.5413
-162.9444,4587.7259
-159.9578,4587.9049
-156.9711,4588.0772
-153.9845,4588.2418
-150.9965,4588.3986
-148.0092,4588.5465
-145.0204,4588.6855
-142.0317,4588.8189
-139.0429,4588.9524
-136.0542,4589.0836
-133.0655,4589.2148
-130.0767,4589.3438
-127.0873,4589.4727
-124.0985,4589.5995
-121.1098,4589.7263
-118.1203,4589.8519
-115.1316,4589.9753
-112.1421,4590.0988
-109.1534,4590.2200
-106.1639,4590.3412
-103.1745,4590.4602
-100.1850,4590.5791
-97.1956,4590.6959
-94.2061,4590.8126
-91.2174,4590.9294
-88.2279,4591.0462
-85.2377,4591.1629
-82.2476,4591.2763
-79.2567,4591.3864
-76.2658,4591.4909
-73.2750,4591.5877
-70.2834,4591.6766
-67.2925,4591.7545
-64.3009,4591.8201
-61.3093,4591.8723
-58.3185,4591.9101
-55.3276,4591.9302
-52.3360,4591.9313
-49.3459,4591.9135
-46.3557,4591.8734
-43.3655,4591.8112
-40.3768,4591.7222
-37.3902,4591.6077
-34.4043,4591.4620
-31.4191,4591.2863
-28.4346,4591.0795
-25.4515,4590.8404
-22.4706,4590.5702
-19.4918,4590.2678
-16.5165,4589.9331
-13.5448,4589.5650
-10.5781,4589.1647
-7.6156,4588.7311
-4.6588,4588.2641
-1.7084,4587.7637
1.2357,4587.2288
4.1719,4586.6595
7.1003,4586.0557
10.0202,4585.4175
12.9316,4584.7436
15.8408,4584.0453
18.7465,4583.3337
21.6501,4582.6087
24.5501,4581.8737
27.4480,4581.1298
30.3438,4580.3781
33.2389,4579.6209
36.1325,4578.8592
39.0261,4578.0953
41.9184,4577.3303
44.8120,4576.5664
47.7056,4575.8047
50.6007,4575.0474
53.4965,4574.2958
56.3951,4573.5519
59.2951,4572.8169
62.1979,4572.0908
65.1008,4571.3669
68.0051,4570.6452
70.9108,4569.9291
73.8179,4569.2197
76.7272,4568.5203
79.6393,4567.8320
82.5549,4567.1570
85.4734,4566.4999
88.3954,4565.8605
91.3224,4565.2423
94.2544,4564.6463
97.1863,4564.0803
100.1318,4563.5688
103.0992,4563.1273
106.0837,4562.7715
109.0781,4562.5102
112.0754,4562.3590
115.0691,4562.3312
118.0536,4562.4368
121.0218,4562.6903
123.9672,4563.1051
126.8786,4563.6889
129.7587,4564.4394
132.6055,4565.3479
135.4090,4566.4054
138.1636,4567.6040
140.8613,4568.9339
143.4945,4570.3884
146.0545,4571.9573
148.5358,4573.6330
150.9291,4575.4077
153.2471,4577.2813
155.4956,4579.2450
157.6759,4581.2888
159.7903,4583.4060
161.8436,4585.5887
163.8379,4587.8304
165.7777,4590.1232
167.6656,4592.4606
169.5053,4594.8346
171.3002,4597.2386
173.0533,4599.6660
174.7659,4602.1145
176.4289,4604.6008
178.0407,4607.1261
179.5993,4609.6891
181.1011,4612.2877
182.5462,4614.9197
183.9309,4617.5850
185.2538,4620.2793
186.5129,4623.0036
187.7053,4625.7557
188.8310,4628.5333
189.8864,4631.3343
190.8694,4634.1587
191.7793,4637.0041
192.6182,4639.8741
193.3883,4642.7674
194.0902,4645.6796
194.7268,4648.6107
195.2982,4651.5562
195.8071,4654.5162
196.2542,4657.4873
196.6424,4660.4674
196.9718,4663.4530
197.2450,4666.4452
197.4636,4669.4386
197.6283,4672.4331
197.7418,4675.4253
197.8050,4678.4176
197.8178,4681.4143
197.7858,4684.4121
197.7177,4687.4088
197.6191,4690.4066
197.4984,4693.4022
197.3628,4696.3989
197.2195,4699.3967
197.0761,4702.3934
196.9391,4705.3901
196.8170,4708.3868
196.7163,4711.3846
196.6446,4714.3825
196.6098,4717.3803
196.6211,4720.3703
196.7120,4723.3626
196.8937,4726.3626
197.1740,4729.3615
197.5587,4732.3516
198.0548,4735.3216
198.6702,4738.2649
199.4105,4741.1704
200.2834,4744.0315
201.2963,4746.8369
202.4553,4749.5790
203.7726,4752.2377
205.2644,4754.8185
206.9182,4757.3159
208.7216,4759.7200
210.6628,4762.0250
212.7281,4764.2222
214.9056,4766.3038
217.1825,4768.2631
219.5467,4770.0911
221.9882,4771.7824
224.5057,4773.3980
227.0544,4774.9637
229.6308,4776.4826
232.2320,4777.9626
234.8531,4779.4092
237.4905,4780.8270
240.1407,4782.2214
242.8008,4783.6002
245.4659,4784.9668
248.1332,4786.3267
250.7990,4787.6866
253.4712,4789.0321
256.1568,4790.3519
258.8553,4791.6462
261.5637,4792.9183
264.2827,4794.1682
267.0117,4795.3991
269.7485,4796.6111
272.4924,4797.8064
275.2433,4798.9873
278.0000,4800.1549
280.7616,4801.3091
283.5268,4802.4544
286.2955,4803.5897
289.0692,4804.7117
291.8486,4805.8192
294.6343,4806.9133
297.4258,4807.9919
300.2215,4809.0572
303.0228,4810.1113
305.8292,4811.1510
308.6398,4812.1806
311.4539,4813.1981
314.2723,4814.2044
317.0943,4815.2018
319.9191,4816.1881
322.7474,4817.1666
325.5786,4818.1362
328.4119,4819.0969
331.2480,4820.0510
334.0870,4820.9962
336.9289,4821.9335
339.7721,4822.8653
342.6189,4823.7883
345.4671,4824.7056
348.3175,4825.6163
351.1699,4826.5203
354.0245,4827.4188
356.8806,4828.3117
359.7387,4829.1990
362.5983,4830.0808
365.4586,4830.9581
368.3210,4831.8310
371.1848,4832.6983
374.0493,4833.5623
376.9167,4834.4174
379.7862,4835.2658
382.6578,4836.1064
385.5316,4836.9404
388.4068,4837.7677
391.2841,4838.5894
394.1621,4839.4067
397.0423,4840.2184
399.9231,4841.0279
402.8047,4841.8330
405.6877,4842.6358
408.5707,4843.4353
411.4544,4844.2348
414.3388,4845.0320
417.2225,4845.8304
420.1062,4846.6277
422.9899,4847.4261
425.8743,4848.2233
428.7587,4849.0173
431.6453,4849.8056
434.5325,4850.5907
437.4219,4851.3702
440.3120,4852.1441
443.2042,4852.9124
446.0978,4853.6752
448.9929,4854.4314
451.8894,4855.1808
454.7880,4855.9236
457.6887,4856.6597
460.5909,4857.3869
463.4952,4858.1063
466.4009,4858.8180
469.3094,4859.5219
472.2194,4860.2157
475.1322,4860.8996
478.0464,4861.5745
480.9635,4862.2417
483.8819,4862.9000
486.8025,4863.5504
489.7239,4864.1943
492.6473,4864.8325
495.5715,4865.4630
498.4970,4866.0901
501.4240,4866.7106
504.3517,4867.3277
507.2802,4867.9404
510.2100,4868.5498
513.1398,4869.1569
516.0704,4869.7607
519.0009,4870.3634
521.9322,4870.9649
524.8634,4871.5643
527.7947,4872.1636
530.7259,4872.7629
533.6572,4873.3634
536.5877,4873.9639
539.5190,4874.5665
542.4495,4875.1681
545.3801,4875.7719
548.3106,4876.3757
551.2404,4876.9806
554.1710,4877.5866
557.1001,4878.1937
560.0300,4878.8019
562.9591,4879.4124
565.8882,4880.0240
568.8166,4880.6367
571.7443,4881.2516
574.6720,4881.8687
577.5990,4882.4881
580.5260,4883.1096
583.4523,4883.7323
586.3779,4884.3595
589.3035,4884.9877
592.2276,4885.6193
595.1518,4886.2531
598.0759,4886.8869
601.0015,4887.5141
603.9278,4888.1368
606.8555,4888.7561
609.7839,4889.3755
612.7123,4889.9926
615.6407,4890.6120
618.5684,4891.2335
621.4954,4891.8585
624.4203,4892.4889
627.3445,4893.1261
630.2665,4893.7721
633.1857,4894.4282
636.1020,4895.0942
639.0155,4895.7736
641.9255,4896.4664
644.8319,4897.1747
647.7334,4897.8997
650.6305,4898.6436
653.5228,4899.4064
656.4093,4900.1914
659.2866,4900.9965
662.1568,4901.8282
665.0221,4902.6855
667.8817,4903.5706
670.7334,4904.4835
673.5774,4905.4253
676.4121,4906.3961
679.2369,4907.3979
682.0503,4908.4298
684.8524,4909.4951
687.6410,4910.5915
690.4154,4911.7212
693.1749,4912.8843
695.9188,4914.0830
698.6456,4915.3172
701.3540,4916.5871
704.0440,4917.8936
706.7140,4919.2380
709.3628,4920.6212
711.9896,4922.0423
714.5951,4923.5045
717.1842,4925.0012
719.7556,4926.5279
722.3114,4928.0824
724.8509,4929.6636
727.3755,4931.2682
729.8858,4932.8961
732.3827,4934.5462
734.8676,4936.2163
737.3410,4937.9043
739.8031,4939.6089
742.2553,4941.3302
744.6975,4943.0648
747.1320,4944.8117
749.5593,4946.5697
751.9788,4948.3377
754.3927,4950.1124
756.8016,4951.8937
759.2062,4953.6806
761.6066,4955.4697
764.0048,4957.2611
766.4016,4959.0547
768.7963,4960.8527
771.1881,4962.6540
773.5771,4964.4587
775.9654,4966.2645
778.3516,4968.0737
780.7364,4969.8839
783.1211,4971.6964
785.5044,4973.5078
787.8885,4975.3203
790.2718,4977.1316
792.6566,4978.9441
795.0413,4980.7543
797.4275,4982.5624
799.8158,4984.3693
802.2055,4986.1740
804.5973,4987.9753
806.9913,4989.7723
809.3888,4991.5669
811.7892,4993.3561
814.1931,4995.1407
816.5984,4996.9243
819.0038,4998.7079
821.4098,5000.4903
823.8173,5002.2706
826.2262,5004.0497
828.6379,5005.8244
831.0524,5007.5957
833.4705,5009.3615
835.8929,5011.1217
838.3202,5012.8752
840.7525,5014.6210
843.1905,5016.3590
845.6349,5018.0869
848.0864,5019.8049
850.5456,5021.5128
853.0127,5023.2086
855.4876,5024.8821
857.9909,5026.5188
860.5282,5028.1145
863.0982,5029.6634
865.7009,5031.1601
868.3354,5032.5990
871.0020,5033.9745
873.6997,5035.2810
876.4287,5036.5130
879.1875,5037.6650
881.9768,5038.7314
884.7952,5039.7066
887.6434,5040.5839
890.5129,5041.3723
893.4165,5042.0861
896.3506,5042.7188
899.3081,5043.2648
902.2840,5043.7151
905.2721,5044.0621
908.2665,5044.2989
911.2609,5044.4201
914.2504,5044.4157
917.2292,5044.2800
920.1902,5044.0065
923.1286,5043.5850
926.0244,5043.0068
928.8939,5042.2485
931.7307,5041.3144
934.5236,5040.2114
937.2604,5038.9493
939.9269,5037.5349
942.5132,5035.9749
945.0051,5034.2769
947.3913,5032.4500
949.6589,5030.5007
951.7960,5028.4358
953.7982,5026.2575
955.6889,5023.9625
957.4669,5021.5729
959.1362,5019.0977
960.7019,5016.5458
962.1668,5013.9260
963.5359,5011.2462
964.8134,5008.5175
966.0023,5005.7454
967.1081,5002.9422
968.1343,5000.1145
969.0854,4997.2735
969.9662,4994.4213
970.8030,4991.5458
971.6015,4988.6570
972.3602,4985.7570
973.0799,4982.8448
973.7598,4979.9226
974.3986,4976.9904
974.9969,4974.0504
975.5547,4971.1015
976.0700,4968.1460
976.5441,4965.1837
976.9757,4962.2159
977.3646,4959.2437
977.7102,4956.2681
978.0119,4953.2881
978.2596,4950.3047
978.4555,4947.3158
978.6017,4944.3247
978.7003,4941.3291
978.7550,4938.3313
978.7671,4935.3323
978.7408,4932.3323
978.6783,4929.3311
978.5825,4926.3311
978.4555,4923.3311
978.3008,4920.3321
978.1205,4917.3365
977.9168,4914.3421
977.6939,4911.3520
977.4533,4908.3653
977.1985,4905.3775
976.9295,4902.3919
976.6492,4899.4064
976.3568,4896.4219
976.0544,4893.4385
975.7421,4890.4563
975.4213,4887.4740
975.0927,4884.4940
974.7570,4881.5140
974.4163,4878.5340
974.0700,4875.5551
973.7193,4872.5761
973.3659,4869.5983
973.0103,4866.6205
972.6526,4863.6427
972.2956,4860.6661
971.9393,4857.6883
971.5929,4854.7105
971.2594,4851.7304
970.9378,4848.7493
970.6298,4845.7659
970.3353,4842.7803
970.0556,4839.7948
969.7895,4836.8070
969.5389,4833.8180
969.3040,4830.8280
969.0847,4827.8358
968.8817,4824.8435
968.6958,4821.8512
968.5268,4818.8568
968.3757,4815.8623
968.2429,4812.8667
968.1287,4809.8711
968.0336,4806.8744
967.9576,4803.8777
967.9030,4800.8788
967.8682,4797.8821
967.8519,4794.8842
967.8533,4791.8853
967.8696,4788.8875
967.9015,4785.8886
967.9463,4782.8908
968.0030,4779.8918
968.0705,4776.8929
968.1478,4773.8951
968.2337,4770.8973
968.3260,4767.8983
968.4246,4764.9005
968.5275,4761.9027
968.6333,4758.9049
968.7412,4755.9082
968.8498,4752.9104
968.9577,4749.9137
969.0641,4746.9170
969.1699,4743.9203
969.2756,4740.9236
969.3835,4737.9258
969.4942,4734.9279
969.6092,4731.9312
969.7291,4728.9334
969.8562,4725.9367
969.9903,4722.9400
970.1337,4719.9444
970.2870,4716.9488
970.4524,4713.9544
970.6298,4710.9610
970.8214,4707.9687
971.0280,4704.9776
971.2508,4701.9876
971.4907,4698.9997
971.7498,4696.0131
972.0287,4693.0275
972.3282,4690.0452
972.6462,4687.0652
972.9826,4684.0863
973.3368,4681.1085
973.7108,4678.1329
974.1040,4675.1584
974.5171,4672.1873
974.9522,4669.2184
975.4078,4666.2517
975.8862,4663.2895
976.3866,4660.3317
976.9104,4657.3773
977.4583,4654.4284
978.0303,4651.4839
978.6272,4648.5451
979.2497,4645.6128
979.8984,4642.6862
980.5741,4639.7662
981.2767,4636.8529
982.0078,4633.9474
982.7665,4631.0496
983.5493,4628.1586
984.3521,4625.2708
985.1747,4622.3887
986.0178,4619.5109
986.8816,4616.6399
987.7667,4613.7733
988.6723,4610.9134
989.5992,4608.0612
990.5474,4605.2146
991.5177,4602.3758
992.5092,4599.5448
993.5234,4596.7227
994.5596,4593.9083
995.6186,4591.1018
996.7002,4588.3052
997.8039,4585.5187
998.9317,4582.7410
1000.0822,4579.9745
1001.2568,4577.2180
1002.4549,4574.4737
1003.6763,4571.7394
1004.9141,4569.0129
1006.1661,4566.2897
1007.4344,4563.5732
1008.7198,4560.8623
1010.0222,4558.1603
1011.3437,4555.4649
1012.6844,4552.7806
1014.0457,4550.1053
1015.4290,4547.4422
1016.8343,4544.7902
1018.2631,4542.1526
1019.7166,4539.5295
1021.1950,4536.9209
1022.7004,4534.3301
1024.2327,4531.7548
1025.7935,4529.1984
1027.3833,4526.6621
1029.0029,4524.1446
1030.6545,4521.6494
1032.3373,4519.1764
1034.0542,4516.7257
1035.8009,4514.2983
1037.5731,4511.8865
1039.3702,4509.4913
1041.1907,4507.1140
1043.0353,4504.7533
1044.9034,4502.4105
1046.7942,4500.0854
1048.7076,4497.7792
1050.6438,4495.4897
1052.6027,4493.2191
1054.5822,4490.9674
1056.5837,4488.7346
1058.6065,4486.5218
1060.6498,4484.3279
1062.7138,4482.1530
1064.7976,4479.9991
1066.9006,4477.8653
1069.0234,4475.7526
1071.1654,4473.6599
1073.3266,4471.5883
1075.5055,4469.5379
1077.7029,4467.5086
1079.9180,4465.4993
1082.1502,4463.5067
1084.3980,4461.5296
1086.6621,4459.5704
1088.9411,4457.6278
1091.2350,4455.7030
1093.5438,4453.7949
1095.8675,4451.9046
1098.2054,4450.0310
1100.5582,4448.1762
1102.9245,4446.3382
1105.3043,4444.5190
1107.6982,4442.7166
1110.1050,4440.9330
1112.5252,4439.1672
1114.9575,4437.4204
1117.4033,4435.6913
1119.8612,4433.9811
1122.3304,4432.2898
1124.8124,4430.6163
1127.3057,4428.9618
1129.8104,4427.3272
1132.3272,4425.7115
1134.8595,4424.1203
1137.4075,4422.5547
1139.9704,4421.0124
1142.5482,4419.4935
1145.1388,4417.9979
1147.7436,4416.5246
1150.3604,4415.0713
1152.9893,4413.6402
1155.6303,4412.2291
1158.2819,4410.8370
1160.9434,4409.4648
1163.6149,4408.1105
1166.2956,4406.7739
1168.9849,4405.4551
1171.6819,4404.1519
1174.3868,4402.8654
1177.0980,4401.5945
1179.8156,4400.3368
1182.5389,4399.0948
1185.2679,4397.8650
1188.0011,4396.6485
1190.7379,4395.4432
1193.4818,4394.2489
1196.2292,4393.0625
1198.9802,4391.8838
1201.7340,4390.7118
1204.4907,4389.5476
1207.2495,4388.3890
1210.0111,4387.2347
1212.7741,4386.0850
1215.5386,4384.9397
1218.3045,4383.7966
1221.0711,4382.6546
1223.8384,4381.5149
1226.6064,4380.3762
1229.3737,4379.2354
1232.1403,4378.0956
1234.9069,4376.9537
1237.6720,4375.8084
1240.4358,4374.6608
1243.1981,4373.5088
1245.9583,4372.3513
1248.7157,4371.1893
1251.4709,4370.0207
1254.2233,4368.8453
1256.9729,4367.6656
1259.7225,4366.4836
1262.4720,4365.3004
1265.2223,4364.1173
1267.9725,4362.9353
1270.7242,4361.7555
1273.4781,4360.5791
1276.2333,4359.4082
1278.9914,4358.2418
1281.7516,4357.0831
1284.5153,4355.9323
1287.2819,4354.7903
1290.0535,4353.6583
